product_name,url,descripcion,country,precio_total,precio_por_cantidad,weight_volume_clean,weight_unit,categorias,alergenos,marcas,tiendas,certificaciones,numero_raciones,nombre_operador,energia_kcal,energia_kj,grasas_totales,grasas_saturadas,carbohidratos,azucares,proteinas,sal,fibra,peso_en_kg,ratio_grasas_saturadas,ratio_azucares,ratio_proteina_carbohidratos,ratio_proteina_grasas,tiene_fibra,alto_contenido_sal,alto_contenido_azucar,alto_contenido_grasas,alto_contenido_grasas_saturadas,tiene_alergenos,tiene_certificaciones,suma_macronutrientes,densidad_calorica,calorias_de_grasas,calorias_de_carbohidratos,calorias_de_proteinas,categoria_calorica,perfil_macronutrientes
président crema de queso para untar semi curado président,https://www.compraonline.alcampo.es/products/pr%C3%A9sident-crema-de-queso-para-untar-semi-curado-pr%C3%A9sident-125-g/54957,queso fundido,francia,1.75,14.0,125.0,g,,,,alcampo,,,lactalis forlasa s l u,292.0,1207.0,26.0,18.0,2.4,2.4,12.0,2.1,,0.125,0.692,1.0,5.0,0.462,False,True,False,True,True,False,False,40.4,292.0,234.0,9.6,48.0,medio,alto_en_grasas
isabel mejillones frescos de campaña en escabeche 13 18 piezas,https://www.compraonline.alcampo.es/products/isabel-mejillones-frescos-de-campa%C3%B1a-en-escabeche-13-18-piezas-69-g/11598,mejillones en salsa escabeche 13 18 piezas,españa,2.23,32.32,69.0,g,,,,alcampo,,,bolton cile españa s a,205.0,850.0,17.0,2.0,0.0,0.0,13.0,0.9,,0.069,0.118,,,0.765,False,False,False,False,False,False,False,30.0,205.0,153.0,0.0,52.0,medio,alto_en_grasas
ramón bilbao vino blanco verdejo con d o rueda botella de,https://www.compraonline.alcampo.es/products/ram%C3%B3n-bilbao-vino-blanco-verdejo-con-d-o-rueda-botella-de-75-cl/880589,vino de rueda verdejo,,7.99,,,,,,,alcampo,,,bodegas ramón bilbao s a rueda valladolid,73.0,301.0,0.0,0.0,0.68,0.12,0.0,0.0,,,,0.176,0.0,,False,False,False,False,False,False,False,0.68,73.0,0.0,2.7,0.0,bajo,alto_en_carbohidratos
weetabix cereales de fibra con copos de avena suaves,https://www.compraonline.alcampo.es/products/weetabix-cereales-de-fibra-con-copos-de-avena-suaves-500-g/625631,copos de avena integral,unión europea,1.49,2.98,500.0,g,,,,alcampo,,12.0,weetabix ibérica s l,370.0,1558.0,8.0,1.5,59.0,1.1,11.0,0.03,,0.5,0.188,0.019,0.186,1.375,False,False,False,False,False,False,False,78.0,370.0,72.0,236.0,44.0,alto,alto_en_carbohidratos
calvo atún claro en aceite de oliva pack x,https://www.compraonline.alcampo.es/products/calvo-at%C3%BAn-claro-en-aceite-de-oliva-pack-3-uds-x-73-g/64832,atún claro en aceite de oliva,españa,6.7,30.59,219.0,g,,,,alcampo,,3.0,calvo distribución alimentaria slu,273.0,1134.0,20.0,3.1,2.2,0.0,21.0,1.0,,0.219,0.155,0.0,9.545,1.05,False,False,False,True,False,False,False,43.2,273.0,180.0,8.8,84.0,medio,alto_en_proteinas
calvo atún claro en aceite de girasol lata de pack de,https://www.compraonline.alcampo.es/products/calvo-at%C3%BAn-claro-en-aceite-de-girasol-lata-de-pack-de-6-uds-52-g/25684,atun en aceite de girasol,españa,5.6,17.95,312.0,g,,,,alcampo,,6.0,calvo distribución alimentaria slu,273.0,1135.0,21.0,2.0,0.0,0.0,21.0,1.0,,0.312,0.095,,,1.0,False,False,False,True,False,False,False,42.0,273.0,189.0,0.0,84.0,medio,alto_en_grasas
producto alcampo grissini romero tavola in italia 120 gr,https://www.compraonline.alcampo.es/products/producto-alcampo-grissini-romero-tavola-in-italia-120-gr/498714,gressins au romarin,italia,2.09,17.42,120.0,g,,,,alcampo,,,auchan sas oia,409.0,1725.0,9.6,1.1,67.0,3.2,11.0,2.0,,0.12,0.115,0.048,0.164,1.146,False,True,False,False,False,False,False,87.6,409.0,86.4,268.0,44.0,alto,alto_en_carbohidratos
kas refresco de limón pack 2 botellas de,https://www.compraonline.alcampo.es/products/kas-refresco-de-lim%C3%B3n-pack-2-botellas-de-2-l/32126,bebida refrescante de zumo de fruta con azúcares y edulcorantes,,3.02,0.76,4000.0,ml,,,,alcampo,,,compañia de bebidas pepsico sl,22.0,93.0,0.0,0.0,4.9,4.0,0.1,0.01,,4.0,,0.816,0.02,,False,False,False,False,False,False,False,5.0,22.0,0.0,19.6,0.4,bajo,alto_en_carbohidratos
producto alcampo pasta fusilli al bronzo tavola in italia,https://www.compraonline.alcampo.es/products/producto-alcampo-pasta-fusilli-al-bronzo-tavola-in-italia-500-g/226751,,,1.39,2.78,500.0,g,,,,alcampo,,,,347.0,1473.0,1.5,0.3,70.0,3.4,12.0,0.01,,0.5,0.2,0.049,0.171,8.0,False,False,False,False,False,False,False,83.5,347.0,13.5,280.0,48.0,alto,alto_en_carbohidratos
la costeña frijoles negros enteros la costeña,https://www.compraonline.alcampo.es/products/la-coste%C3%B1a-frijoles-negros-enteros-la-coste%C3%B1a-580-g/44425,frijoles negros enteros,mexico,3.09,5.33,580.0,g,,,,alcampo,,,central mexicana de abastos s l,45.0,190.0,1.0,0.1,5.0,0.0,4.0,0.85,,0.58,0.1,0.0,0.8,4.0,False,False,False,False,False,False,False,10.0,45.0,9.0,20.0,16.0,bajo,alto_en_carbohidratos
la vaca que ríe crema de queso natural,https://www.compraonline.alcampo.es/products/la-vaca-que-r%C3%ADe-crema-de-queso-natural-200-g/944777,queso fundido para untar y cocinar,francia,1.87,9.34,200.0,g,,,,alcampo,,1.0,grupo fromageries bel españa s l,235.0,974.0,18.5,12.5,6.5,6.5,10.5,1.6,,0.2,0.676,1.0,1.615,0.568,False,True,False,True,True,False,False,35.5,235.0,166.5,26.0,42.0,medio,alto_en_grasas
el ventero queso en lonchas tierno el ventero,https://www.compraonline.alcampo.es/products/el-ventero-queso-en-lonchas-tierno-el-ventero-200-g/97034,queso de mezcla tierno,españa,3.3,16.52,200.0,g,,,,alcampo,,,lactalis forlasa s l u,378.0,1567.0,32.0,23.0,1.5,0.5,21.0,1.4,,0.2,0.719,0.333,14.0,0.656,False,False,False,True,True,False,False,54.5,378.0,288.0,6.0,84.0,alto,alto_en_grasas
fage yogur natural colado receta griega con tan sólo materia grasa total,https://www.compraonline.alcampo.es/products/fage-yogur-natural-colado-receta-griega-con-tan-s%C3%B3lo-5-materia-grasa-total-500-g/240767,yogur colado receta griega,grecia,2.84,5.68,500.0,g,,,,alcampo,,,fage international s a,93.0,389.0,5.0,3.6,3.0,3.0,9.0,0.1,,0.5,0.72,1.0,3.0,1.8,False,False,False,False,False,False,False,17.0,93.0,45.0,12.0,36.0,bajo,alto_en_proteinas
bonka café molido natural descafeinado,https://www.compraonline.alcampo.es/products/bonka-caf%C3%A9-molido-natural-descafeinado-250-g/16089,café molido de tueste natural descafeinado,españa,5.69,22.76,250.0,g,,,,alcampo,,,nestlé españa s a,235.0,966.0,11.7,5.3,0.1,0.1,13.8,0.01,,0.25,0.453,1.0,138.0,1.179,False,False,False,False,True,False,False,25.6,235.0,105.3,0.4,55.2,medio,alto_en_proteinas
zanuy tortillas de harina de trigo zanuy,https://www.compraonline.alcampo.es/products/zanuy-tortillas-de-harina-de-trigo-zanuy-8-uds/790748,tortillas de harina de trigo,españa,0.96,3.0,320.0,g,,,,alcampo,,,liven s a,282.0,1192.0,3.4,0.4,53.0,2.2,6.4,0.9,,0.32,0.118,0.042,0.121,1.882,False,False,False,False,False,False,False,62.8,282.0,30.6,212.0,25.6,medio,alto_en_carbohidratos
goya refresco agua de coco lata de,https://www.compraonline.alcampo.es/products/goya-refresco-agua-de-coco-lata-de-35-cl/437957,bebida de agua de coco con trocitos de pulpa,tailandia,1.75,5.0,350.0,ml,,,,alcampo,,,goya europa s l u,32.0,138.0,0.0,0.0,8.1,6.2,0.0,0.09,,0.35,,0.765,0.0,,False,False,False,False,False,False,False,8.1,32.0,0.0,32.4,0.0,bajo,alto_en_carbohidratos
viña amate vino tinto crianza con d o ca rioja botella de,https://www.compraonline.alcampo.es/products/vi%C3%B1a-amate-vino-tinto-crianza-con-d-o-ca-rioja-botella-de-75-cl/41980,vino tinto,,4.99,,,,,,,alcampo,,,viñedos de aldeanueva s c,83.0,347.0,0.0,0.0,0.2,0.2,0.0,0.0,,,,1.0,0.0,,False,False,False,False,False,False,False,0.2,83.0,0.0,0.8,0.0,bajo,alto_en_carbohidratos
campo viejo vino tinto crianza con d o ca rioja botella de,https://www.compraonline.alcampo.es/products/campo-viejo-vino-tinto-crianza-con-d-o-ca-rioja-botella-de-75-cl/35140,vino,,5.41,,,,,,,alcampo,,,pernod ricard winemakers spain s a,82.0,339.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,,False,False,False,False,False,False,False,1.0,82.0,0.0,4.0,0.0,bajo,alto_en_carbohidratos
fuze tea bebida té de limón original botella pet 1,https://www.compraonline.alcampo.es/products/fuze-tea-bebida-t%C3%A9-de-lim%C3%B3n-original-botella-pet-1-5-l/897986,bebida refrescante de extractos con azúcar y edulcorantes,,1.89,1.26,1500.0,ml,,,,alcampo,,6.0,coca cola europacific partners iberia s l u,19.0,80.0,0.0,0.0,4.5,4.5,0.0,0.03,,1.5,,1.0,0.0,,False,False,False,False,False,False,False,4.5,19.0,0.0,18.0,0.0,bajo,alto_en_carbohidratos
fuze tea bebida te mango piña original botella pet 1,https://www.compraonline.alcampo.es/products/fuze-tea-bebida-te-mango-pi%C3%B1a-original-botella-pet-1-5l/897999,bebida refrescante de extractos con azúcares y edulcorante,,1.89,1.89,1000.0,ml,,,,alcampo,,6.0,coca cola europacific partners iberia s l u,19.0,82.0,0.0,0.0,4.6,4.6,0.0,0.04,,1.0,,1.0,0.0,,False,False,False,False,False,False,False,4.6,19.0,0.0,18.4,0.0,bajo,alto_en_carbohidratos
extrème cono de helado de fresa y nata son sirope de fresa 6 x,https://www.compraonline.alcampo.es/products/extr%C3%A8me-cono-de-helado-de-fresa-y-nata-son-sirope-de-fresa-6-x-120-ml/549906,helado de fesa y helado sabor nata con barquillo de trigo y salsa de frutos rojos,,3.99,5.54,720.0,ml,,,,alcampo,,,froneri iberia s l,251.0,1052.0,10.0,7.5,37.0,26.0,2.5,0.5,,0.72,0.75,0.703,0.068,0.25,False,False,True,False,True,False,False,49.5,251.0,90.0,148.0,10.0,medio,alto_en_carbohidratos
nescafé vitalíssimo café soluble natural con magnesio,https://www.compraonline.alcampo.es/products/nescaf%C3%A9-vital%C3%ADssimo-caf%C3%A9-soluble-natural-con-magnesio-200-g/10002,café soluble con magnesio,españa,8.41,42.05,200.0,g,,,,alcampo,,100.0,nestlé españa s a,118.0,484.0,0.2,0.1,3.1,3.1,7.8,0.25,,0.2,0.5,1.0,2.516,39.0,False,False,False,False,False,False,False,11.1,118.0,1.8,12.4,31.2,medio,alto_en_proteinas
carretilla macarrones a la boloñesa,https://www.compraonline.alcampo.es/products/carretilla-macarrones-a-la-bolo%C3%B1esa-325-g/59667,macarrones boloñesa,,2.77,8.52,325.0,g,,,,alcampo,,,ind alim de navarra s a u,136.0,570.0,5.9,0.9,16.9,4.2,3.3,1.21,,0.325,0.153,0.249,0.195,0.559,False,False,False,False,False,False,False,26.1,136.0,53.1,67.6,13.2,medio,alto_en_carbohidratos
naturacci calzone rellena de jamón cocido y queso,https://www.compraonline.alcampo.es/products/naturacci-calzone-rellena-de-jam%C3%B3n-cocido-y-queso-380-g/742484,calzone relleno,,3.28,8.63,380.0,g,,,,alcampo,,,petricor alimentarias s l,198.0,835.0,4.9,2.3,27.82,1.3,8.4,1.35,,0.38,0.469,0.047,0.302,1.714,False,False,False,False,False,False,False,41.12,198.0,44.1,111.3,33.6,medio,alto_en_carbohidratos
albe queso tierno latino albe,https://www.compraonline.alcampo.es/products/albe-queso-tierno-latino-albe-330-g/90086,queso fresco,españa,2.89,8.76,330.0,g,,,,alcampo,,,lácteas del jarama s a,285.0,1182.0,22.0,14.0,2.5,1.7,17.0,1.6,,0.33,0.636,0.68,6.8,0.773,False,True,False,True,True,False,False,41.5,285.0,198.0,10.0,68.0,medio,alto_en_grasas
coto de imaz vino tinto reserva con d o ca rioja botella,https://www.compraonline.alcampo.es/products/coto-de-imaz-vino-tinto-reserva-con-d-o-ca-rioja-botella-75-cl/35085,vino,,8.18,,,,,,,alcampo,,,el coto de rioja,79.0,330.0,0.0,0.0,2.15,0.13,0.2,0.0,,,,0.06,0.093,,False,False,False,False,False,False,False,2.35,79.0,0.0,8.6,0.8,bajo,alto_en_carbohidratos
galbani mozzarella light galbani,https://www.compraonline.alcampo.es/products/galbani-mozzarella-light-galbani-125-g/54177,mozzarella light,italia,1.89,15.12,125.0,g,,,,alcampo,,,lactalis forlasa s l u,165.0,690.0,9.0,6.0,2.0,1.0,19.0,1.0,,0.125,0.667,0.5,9.5,2.111,False,False,False,False,True,False,False,30.0,165.0,81.0,8.0,76.0,medio,alto_en_proteinas
bandeja con hamburguesa de pollo con calabacín espinacas y queso fundido aldelís 4 x,https://www.compraonline.alcampo.es/products/bandeja-con-hamburguesa-de-pollo-con-calabac%C3%ADn-espinacas-y-queso-fundido-aldel%C3%ADs-4-x-80-g/244344,preparado de carne hamburguesa de pollo calabacín y queso fundido,españa,3.99,12.47,320.0,g,,,,alcampo,,,aves nobles y derivados s l,181.0,756.0,12.1,4.3,4.5,1.5,13.0,2.08,,0.32,0.355,0.333,2.889,1.074,False,True,False,False,False,False,False,29.6,181.0,108.9,18.0,52.0,medio,alto_en_proteinas
président queso brie président,https://www.compraonline.alcampo.es/products/pr%C3%A9sident-queso-brie-pr%C3%A9sident-200-g/96423,brie queso de pasta blanda elaborado a partir de leche de vaca pasteurizada,francia,3.56,17.8,200.0,g,,,,alcampo,,,lactalis forlasa s l u,347.0,1436.0,31.0,22.0,0.0,0.0,17.0,1.2,,0.2,0.71,,,0.548,False,False,False,True,True,False,False,48.0,347.0,279.0,0.0,68.0,alto,alto_en_grasas
starbucks bebida con una mezcla fría de café y leche cremosa,https://www.compraonline.alcampo.es/products/starbucks-bebida-con-una-mezcla-fr%C3%ADa-de-caf%C3%A9-y-leche-cremosa-200-ml/89654,bebida de leche y café,,1.69,7.68,220.0,ml,,,,alcampo,,,arla foods,70.0,296.0,2.6,1.7,8.9,8.5,2.8,0.08,,0.22,0.654,0.955,0.315,1.077,False,False,False,False,False,False,False,14.3,70.0,23.4,35.6,11.2,bajo,alto_en_carbohidratos
yogolino de nestlé natillas con sabor a vainilla adaptadas para bebés a partir de 6 meses 4 x,https://www.compraonline.alcampo.es/products/yogolino-de-nestl%C3%A9-natillas-con-sabor-a-vainilla-adaptadas-para-beb%C3%A9s-a-partir-de-6-meses-4-x-100-g/14485,alimento infantil natillas,francia,2.65,6.63,400.0,g,,,,alcampo,,4.0,nestlé españa s a,93.0,392.0,3.1,1.9,13.0,9.3,3.1,0.1,,0.4,0.613,0.715,0.238,1.0,False,False,False,False,False,False,False,19.2,93.0,27.9,52.0,12.4,bajo,alto_en_carbohidratos
producto alcampo tortillas de trigo y maíz,https://www.compraonline.alcampo.es/products/producto-alcampo-tortillas-de-trigo-y-ma%C3%ADz-8-uds-320-g/436032,tortillas de harina de trigo y maíz,bélgica,1.54,4.81,320.0,g,,,,alcampo,,,auchan sas oia,316.0,1330.0,8.0,1.4,51.0,2.5,8.2,1.3,,0.32,0.175,0.049,0.161,1.025,False,False,False,False,False,False,False,67.2,316.0,72.0,204.0,32.8,alto,alto_en_carbohidratos
auchan queso havarti light igp en loncha,https://www.compraonline.alcampo.es/products/auchan-queso-havarti-light-igp-en-loncha-200g/496855,queso de vaca madurado elaborado con leche pasteurizada con igp envasado en atmósfera protectora,dinamarca,2.49,12.45,200.0,g,,,,alcampo,,10.0,alcampo s a,260.0,1087.0,16.0,10.0,0.1,0.1,29.0,1.7,,0.2,0.625,1.0,290.0,1.812,False,True,False,False,True,False,False,45.1,260.0,144.0,0.4,116.0,medio,alto_en_proteinas
palcarsa chorizo de león ahumado y picante sin gluten y de categoria extra,https://www.compraonline.alcampo.es/products/palcarsa-chorizo-de-le%C3%B3n-ahumado-y-picante-sin-gluten-y-de-categoria-extra-325-g/65705,chorizo extra de león sarta picante,españa,3.89,11.97,325.0,g,,,,alcampo,,,palcarsa s l,413.0,1713.0,36.0,13.0,0.8,0.8,26.0,3.1,,0.325,0.361,1.0,32.5,0.722,False,True,False,True,True,False,False,62.8,413.0,324.0,3.2,104.0,alto,alto_en_grasas
barilla pasta gourmet la collezione mezze penne tricolores n 170 macarrones multivegetales barilla,https://www.compraonline.alcampo.es/products/barilla-pasta-gourmet-la-collezione-mezze-penne-tricolores-n-170-macarrones-multivegetales-barilla-500-g/515118,pasta alimenticia de sémola de trigo duro con tomate y espinacas,italia,2.33,4.66,500.0,g,,,,alcampo,,,barilla g e r fratelli,359.0,1521.0,2.0,0.5,71.0,3.5,12.5,0.0,,0.5,0.25,0.049,0.176,6.25,False,False,False,False,False,False,False,85.5,359.0,18.0,284.0,50.0,alto,alto_en_carbohidratos
producto alcampo chocolate con leche con avellanas enteras tableta,https://www.compraonline.alcampo.es/products/producto-alcampo-chocolate-con-leche-con-avellanas-enteras-tableta-180-g/428602,chocolat lait aux noisettes entières torréfiées,francia,2.29,12.72,180.0,g,,,,alcampo,,,auchan sas oia,579.0,2411.0,39.0,15.0,46.0,44.0,9.5,0.2,,0.18,0.385,0.957,0.207,0.244,False,False,True,True,True,False,False,94.5,579.0,351.0,184.0,38.0,muy_alto,alto_en_carbohidratos
orbe sardinas en aceite de oliva virgen extra ecológico bajo en sal orbe,https://www.compraonline.alcampo.es/products/orbe-sardinas-en-aceite-de-oliva-virgen-extra-ecol%C3%B3gico-bajo-en-sal-orbe-87-g/88658,sardinas en aceite de oliva virgen extra ecológico rr125,,1.59,18.28,87.0,g,,,,alcampo,,1.0,orbe s a,202.0,845.0,12.0,2.5,1.0,0.0,25.0,0.94,,0.087,0.208,0.0,25.0,2.083,False,False,False,False,False,False,False,38.0,202.0,108.0,4.0,100.0,medio,alto_en_proteinas
hellmann s salsa mayonesa en formato frasco,https://www.compraonline.alcampo.es/products/hellmann-s-salsa-mayonesa-en-formato-frasco-825-ml/432589,mayonesa,españa,4.91,5.95,825.0,ml,,,,alcampo,,55.0,unilever españa s a,554.0,2315.0,61.0,9.7,2.2,1.4,0.8,1.1,,0.825,0.159,0.636,0.364,0.013,False,False,False,True,True,False,False,64.0,554.0,549.0,8.8,3.2,muy_alto,alto_en_grasas
excelencia aceituna kalamata frasco,https://www.compraonline.alcampo.es/products/excelencia-aceituna-kalamata-frasco-250-g/640752,aceitunas con hueso,grecia,1.99,7.96,250.0,g,,,,alcampo,,,aceitunas guadalquivir s l,211.0,1208.0,22.0,4.2,0.1,0.1,1.4,3.5,,0.25,0.191,1.0,14.0,0.064,False,True,False,True,False,False,False,23.5,211.0,198.0,0.4,5.6,medio,alto_en_grasas
mahou cervezas sin alcohol pack de 12 latas de,https://www.compraonline.alcampo.es/products/mahou-cervezas-sin-alcohol-pack-de-12-latas-de-33-cl/438359,cerveza sin alcohol,españa,7.67,1.94,3960.0,ml,,,,alcampo,,,mahou s a,25.0,106.0,0.0,0.0,4.6,1.5,0.2,0.0,,3.96,,0.326,0.043,,False,False,False,False,False,False,False,4.8,25.0,0.0,18.4,0.8,bajo,alto_en_carbohidratos
président crema de queso para untar azul président,https://www.compraonline.alcampo.es/products/pr%C3%A9sident-crema-de-queso-para-untar-azul-pr%C3%A9sident-125-g/54948,queso fundido,francia,1.75,14.0,125.0,g,,,,alcampo,,,lactalis forlasa s l u,270.0,1118.0,24.0,17.0,2.0,2.0,12.0,2.7,,0.125,0.708,1.0,6.0,0.5,False,True,False,True,True,False,False,38.0,270.0,216.0,8.0,48.0,medio,alto_en_grasas
rana placas de pasta elaborada con huevos frescos de gallinas camperas rana,https://www.compraonline.alcampo.es/products/rana-placas-de-pasta-elaborada-con-huevos-frescos-de-gallinas-camperas-rana-12-uds/85235,placas de lasagna,italia,2.39,9.56,250.0,g,,,,alcampo,,2.0,rana hispania sau,284.0,1205.0,2.0,0.6,55.3,0.6,9.3,0.02,,0.25,0.3,0.011,0.168,4.65,False,False,False,False,False,False,False,66.6,284.0,18.0,221.2,37.2,medio,alto_en_carbohidratos
argal bonnatur jamón cocido extra cortado en lonchas enteras,https://www.compraonline.alcampo.es/products/argal-bonnatur-jam%C3%B3n-cocido-extra-cortado-en-lonchas-enteras-175-g/528026,ensalda mango,españa,2.54,14.53,175.0,g,,,,alcampo,,,argal alimentación s a,145.0,726.0,13.3,1.5,8.3,5.7,3.8,1.22,,0.175,0.113,0.687,0.458,0.286,False,False,False,False,False,False,False,25.4,145.0,119.7,33.2,15.2,medio,alto_en_grasas
alcampo ecológico bebida de soja natural ecológica,https://www.compraonline.alcampo.es/products/alcampo-ecol%C3%B3gico-bebida-de-soja-natural-ecol%C3%B3gica-1-l/38607,bebida de soja natural ecologica,francia,1.08,1.08,1000.0,ml,,,,alcampo,,,alcampo s a,38.0,157.0,1.9,0.4,1.3,0.6,3.5,0.01,,1.0,0.211,0.462,2.692,1.842,False,False,False,False,False,False,False,6.7,38.0,17.1,5.2,14.0,bajo,alto_en_proteinas
producto alcampo pan de payés multicereales sin gluten,https://www.compraonline.alcampo.es/products/producto-alcampo-pan-de-pay%C3%A9s-multicereales-sin-gluten-300-g/982227,producto cocido elaborado a partir de mezcla de almidones y harina sin gluten,españa,3.25,10.83,300.0,g,,,,alcampo,,,airos delicatessen s l,282.0,1187.0,8.0,1.0,45.0,2.7,4.6,0.88,,0.3,0.125,0.06,0.102,0.575,False,False,False,False,False,False,False,57.6,282.0,72.0,180.0,18.4,medio,alto_en_carbohidratos
pepsi light refresco de cola light botella de 1,https://www.compraonline.alcampo.es/products/pepsi-light-refresco-de-cola-light-botella-de-1-75-l/30716,bebida refrescante aromatizada con edulcorantes,,1.61,0.92,1750.0,ml,,,,alcampo,,,compañia de bebidas pepsico sl,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,,,,,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,bajo,desconocido
millán vicente queso havarti loncha normal 1 a 2 mm,https://www.compraonline.alcampo.es/products/mill%C3%A1n-vicente-queso-havarti-loncha-normal-1-a-2-mm/91893-LONCHA-NORMAL-1-A-2-MM,queso havarti madurado,dinamarca,4.17,13.9,,,,,,alcampo,,,frieslandcampina iberia s l u,413.0,1724.0,38.0,24.0,0.5,0.0,20.0,1.6,,,0.632,0.0,40.0,0.526,False,True,False,True,True,False,False,58.5,413.0,342.0,2.0,80.0,alto,alto_en_grasas
alcampo ecológico mermelada extra de fresa alcampo ecológico,https://www.compraonline.alcampo.es/products/alcampo-ecol%C3%B3gico-mermelada-extra-de-fresa-alcampo-ecol%C3%B3gico-350-g/18716,mermelada bio fresa,,1.99,5.69,350.0,g,,,,alcampo,,,alcampo s a,196.0,834.0,0.0,0.0,48.0,46.8,0.5,0.0,,0.35,,0.975,0.01,,False,False,True,False,False,False,False,48.5,196.0,0.0,192.0,2.0,medio,alto_en_carbohidratos
manfong arroz frito tres delicias listo para calentar y comer manfong,https://www.compraonline.alcampo.es/products/manfong-arroz-frito-tres-delicias-listo-para-calentar-y-comer-manfong-300-g/80668,arroz frito 3 delicias,españa,1.98,6.6,300.0,g,,,,alcampo,,,man fong pacific trading sa,125.0,523.0,1.5,0.77,22.5,2.32,3.4,12.2,,0.3,0.513,0.103,0.151,2.267,False,True,False,False,False,False,False,27.4,125.0,13.5,90.0,13.6,medio,alto_en_carbohidratos
producto alcampo magdalenas con pepitas de chocolate sin gluten,https://www.compraonline.alcampo.es/products/producto-alcampo-magdalenas-con-pepitas-de-chocolate-sin-gluten-350-g/562796,magdalenas con pepitas de chocolate sin gluten,españa,4.99,14.26,350.0,g,,,,alcampo,,10.0,airos delicatessen s l,467.0,1949.0,29.0,5.1,47.0,28.0,4.0,0.44,,0.35,0.176,0.596,0.085,0.138,False,False,True,True,True,False,False,80.0,467.0,261.0,188.0,16.0,alto,alto_en_carbohidratos
aquarade bebida isotónica de limón botella de 1 5 litros,https://www.compraonline.alcampo.es/products/aquarade-bebida-isot%C3%B3nica-de-lim%C3%B3n-botella-de-1-5-litros/438842,bebida refrescante aromatizada sabor a limón con edulcorantes,,1.44,0.96,1500.0,ml,,,,alcampo,,,compañia de bebidas pepsico sl,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,,,,,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,bajo,desconocido
piccolinis minipizza congelada con atún de buitoni 9 x,https://www.compraonline.alcampo.es/products/piccolinis-minipizza-congelada-con-at%C3%BAn-de-buitoni-9-x-30-g/67218,minipizza con atún comida preparada ultracongelada,,2.95,10.93,270.0,g,,,,alcampo,,3.0,original wagner pizza gmbh,237.0,995.0,8.7,1.1,27.7,3.5,10.8,0.88,,0.27,0.126,0.126,0.39,1.241,False,False,False,False,False,False,False,47.2,237.0,78.3,110.8,43.2,medio,alto_en_carbohidratos
márdel dulce de leche pastelero,https://www.compraonline.alcampo.es/products/m%C3%A1rdel-dulce-de-leche-pastelero-450-g/28053,dulce de leche,españa,3.37,7.49,450.0,g,,,,alcampo,,22.0,caro import s l,318.0,1344.0,6.0,4.1,58.0,58.0,8.0,0.4,,0.45,0.683,1.0,0.138,1.333,False,False,True,False,False,False,False,72.0,318.0,54.0,232.0,32.0,alto,alto_en_carbohidratos
doña arepa harina maíz precocida amarilla,https://www.compraonline.alcampo.es/products/do%C3%B1a-arepa-harina-ma%C3%ADz-precocida-amarilla1-kg/29799,harina de maíz amarilla,,2.08,1.89,1100.0,g,,,,alcampo,,,mercontrol e d s l,349.0,1472.0,1.4,0.1,80.0,0.0,7.4,0.01,,1.1,0.071,0.0,0.092,5.286,False,False,False,False,False,False,False,88.8,349.0,12.6,320.0,29.6,alto,alto_en_carbohidratos
campos filetes de atún sin piel congelados campos,https://www.compraonline.alcampo.es/products/campos-filetes-de-at%C3%BAn-sin-piel-congelados-campos-225-g/32129,filetes de atun,,5.75,25.56,225.0,g,,,,alcampo,,,salica alimentos congelados s a,111.0,467.0,1.4,0.4,0.5,0.0,24.0,0.22,,0.225,0.286,0.0,48.0,17.143,False,False,False,False,False,False,False,25.9,111.0,12.6,2.0,96.0,medio,alto_en_proteinas
fuze tea bebida té al limón original pack 2 de botella 1,https://www.compraonline.alcampo.es/products/fuze-tea-bebida-t%C3%A9-al-lim%C3%B3n-original-pack-2-de-botella-1-5-l/431371,bebida refrescante de extractos con azúcar y edulcorantes,,3.6,1.2,3000.0,ml,,,,alcampo,,,coca cola europacific partners iberia s l u,19.0,80.0,0.0,0.0,4.5,4.5,0.0,0.03,,3.0,,1.0,0.0,,False,False,False,False,False,False,False,4.5,19.0,0.0,18.0,0.0,bajo,alto_en_carbohidratos
la molisana linguine nº 6 pasta seca,https://www.compraonline.alcampo.es/products/la-molisana-linguine-n%C2%BA-6-pasta-seca-500-g/523379,linguine nº6,,1.89,3.78,500.0,g,,,,alcampo,,,delisur europa,353.0,1498.0,1.0,0.3,70.0,4.0,14.5,0.02,,0.5,0.3,0.057,0.207,14.5,False,False,False,False,False,False,False,85.5,353.0,9.0,280.0,58.0,alto,alto_en_carbohidratos
alcampo ecológico espárragos extra alcampo ecológico,https://www.compraonline.alcampo.es/products/alcampo-ecol%C3%B3gico-esp%C3%A1rragos-extra-alcampo-ecol%C3%B3gico-335-g/798870,espárrago blanco de navarra calibre grueso 6 categoría extra producto ecológico,españa,5.99,29.22,205.0,g,,,,alcampo,,,alcampo s a,18.0,75.0,0.0,0.0,2.1,1.5,1.6,0.77,,0.205,,0.714,0.762,,False,False,False,False,False,False,False,3.7,18.0,0.0,8.4,6.4,bajo,alto_en_carbohidratos
